Sample_ID,Depth,MS25,MS50,MS75,Weighted_EMF,SOC,Amino sugars,BG,NAG,MUP,Available N,Available P,NPP,NDVI,Pathogen_control,Bacteria_richness,Fungi_richness,Mycorrhizal,Endophyte,Saprotroph,Carbon sequestration,Organic matter decomposition,Nutrient cycling,Plant productivity,Pathogen control,Soil biodiversity,Aridity,Warming,Maximum temperature,Extreme events,Seasonality,Human_influence,Salinity,Distance from neutral pH
W134,A_Topsoil,3,1,0,0.501179928,0.442411924,0.402034281,0.317495999,0.882212859,0.429482226,0.00504099,0.401662841,0.307197809,0.353775873,0.998765863,0.420853081,0.59752322,1,1,0.398734177,0.422223102,0.543063695,0.203351915,0.330486841,0.998765863,0.50918815,60.97050678,26.8185399,35.0393701,8.991195563,18.81216775,20.55093137,5.7350306,19.75806456
W137,A_Topsoil,7,4,1,0.501451755,0.166214995,0.022187758,0.455648208,0.600427306,0.392156396,0.461789028,0.063689969,0.396284671,0.887037113,0.802398417,0.542812006,0.907120743,0.014814815,0,0.860759494,0.094201377,0.48274397,0.262739498,0.641660892,0.802398417,0.724966375,68.56988598,35.2760403,62.992126,31.11857934,50.5461365,100,13.8347126,26.61290327
W2,B_Subsoil,8,5,2,0.390069727,0.14818141,0.540315814,0.234431716,0.116650405,0.646860802,0.084838398,0.037087469,0.210398923,0.322354059,0.971216602,0.487339577,0.242592593,0.252631579,0.285714286,0.133333333,0.344248612,0.332647641,0.060962933,0.266376491,0.971216602,0.364966085,85.8301502,63.5443708,36.6141732,26.36279345,61.03873546,66.44559836,100,36.5384615
W5,B_Subsoil,8,4,2,0.384129355,0.348899865,0.294411812,0.131508456,0.004577655,0.658160862,0.100564909,0.042385679,0.255882504,0.419055223,0.973817051,0.517516476,0.153703704,0.115789474,0,0.2,0.321655839,0.264748991,0.071475294,0.337468864,0.973817051,0.33561009,88.8231908,83.1164394,31.1023622,38.074219,63.00716837,40.7181005,58.4006373,47.6923077
W8,B_Subsoil,6,2,1,0.395358394,0.20610687,0.343555318,0.199259101,0.203736933,0.522683317,0.064252813,0.01589463,0.532038225,0.792215799,0.868830308,0.405827263,0.02962963,0.052631579,0,0.081481481,0.274831094,0.308559784,0.040073721,0.662127012,0.868830308,0.217728446,75.1609021,34.089596,45.6692913,16.40522555,44.79024153,62.57424467,23.9041444,30.3846154
W11,B_Subsoil,7,3,1,0.474518485,0.112258644,0.251972775,0.279687985,0.05921341,0.434391836,0.070071589,0.074174939,0.450084659,0.809963212,0.844049561,0.925771766,0.796296296,0.147368421,0.285714286,0.851851852,0.18211571,0.257764411,0.072123264,0.630023936,0.844049561,0.861034031,80.6341897,38.4449361,52.7559055,26.95287533,64.44407794,46.91486888,21.9790676,36.5384615
W14,B_Subsoil,8,3,1,0.396797005,0.204759767,0.240886244,0.140291866,0.164615499,0.455500107,0.056217714,0.01059642,0.356446896,0.678353412,0.881654089,0.705168228,0.238888889,0.126315789,0,0.281481481,0.222823005,0.253469157,0.033407067,0.517400154,0.881654089,0.472028558,81.8324525,37.6897232,50,35.15017798,72.76736976,45.76908209,42.1370566,26.9230769
W17,B_Subsoil,5,3,1,0.449117491,0.222272115,0.51902425,0.011058808,0.047900449,0.010549014,0.193358357,0.042385679,0.714154695,0.86153784,0.995461962,0.451266042,0.348148148,0.084210526,0.285714286,0.325925926,0.370648182,0.023169423,0.117872018,0.787846268,0.995461962,0.399707095,44.6706086,33.9179252,70.0787402,9.095170925,19.04642304,51.21975327,9.0124577,81.5384615
W23,B_Subsoil,4,2,1,0.455301006,0.228558599,0.312880888,0.049333913,0.049464982,0.126326433,0.287684136,0.02119284,0.843795536,0.97035697,0.994238221,0.395768297,0.264814815,0.231578947,0,0.222222222,0.270719743,0.075041776,0.154438488,0.907076253,0.994238221,0.330291556,27.4030663,21.473244,60.2362205,32.60840204,9.642449687,20.61754261,5.7376142,85.7692308
W26,B_Subsoil,6,2,0,0.383753956,0.233048945,0.29061459,0.135762818,0.141998104,0.4229911,0,0.068876729,0,0.598146427,0.979298389,0.725633021,0.262962963,0.063157895,0,0.311111111,0.261831768,0.233584007,0.034438364,0.299073213,0.979298389,0.494297992,46.7898069,37.8327976,66.9291339,6.708356846,11.16503768,59.9444335,25.807094,41.1538462
W29,B_Subsoil,5,1,0,0.437197634,0.337224966,0.610157568,0.106900943,0.137276357,0.814504072,0.227439106,0.222524816,0.452446126,0.528834493,0.847083418,0.365938259,0.101851852,0.042105263,0,0.111111111,0.473691267,0.352893791,0.224981961,0.49064031,0.847083418,0.233895055,29.480404,44.6768329,68.503937,14.04875092,7.224273379,41.8426617,25.0547651,3.8461538
W32,B_Subsoil,5,2,0,0.504535024,0.085316569,0.809282851,0,0.030857692,0.126717125,0.237954573,0.127157038,0.666495639,0.568230514,0.870793392,0.742976067,0.97037037,0.073684211,0,1,0.44729971,0.052524939,0.182555805,0.617363077,0.870793392,0.856673218,44.0583957,40.6413917,67.7165354,19.32950376,1.611446436,42.89101366,9.5656407,64.6153846
W35,B_Subsoil,5,2,1,0.490632076,0.287831163,0.526330511,0.012454102,0.011363651,0,0.363015381,0.026491049,0.960510518,0.806062015,0.961987559,0.720083247,0.257407407,0.063157895,0,0.266666667,0.407080837,0.007939251,0.194753215,0.883286267,0.961987559,0.488745327,40.2281409,40.8821537,68.8976378,19.00297227,4.711021966,33.45341431,12.1324099,96.9230769
W38,B_Subsoil,1,1,0,0.581664649,0.723843736,0.968978056,0.250320514,0.683774465,0.167707534,0.161134391,0.00529821,0.926285274,1,0.93985825,0.467221644,0.112962963,0.052631579,0,0,0.846410896,0.367267505,0.0832163,0.963142637,0.93985825,0.290092304,22.4687353,3.7480615,53.1496063,0,7.352755859,24.91603241,12.1987918,5.3846154
W41,B_Subsoil,5,2,1,0.450287023,0.522676246,0.473152457,0.037125418,0.02540149,0.232193121,0.090125359,0.074174939,0.774552335,0.766150551,0.996252295,0.361775928,0.151851852,0.010526316,0,0.288888889,0.497914351,0.098240009,0.082150149,0.770351443,0.996252295,0.25681389,41.9758254,0,67.3228346,13.24248897,10.27215107,25.86806818,39.3047596,100
W46,B_Subsoil,3,0,0,0.572017099,0.379883251,0.224197116,0.345216992,0.427899549,0.724128304,0.147711356,0.074174939,1,0.950325437,0.991459311,0.66423864,0.442592593,0.147368421,0,0.237037037,0.302040184,0.499081615,0.110943147,0.975162718,0.991459311,0.553415616,41.9705929,20.481076,49.2125984,25.04061012,14.93967526,23.91600182,20.8505742,7.3076923
W48,B_Subsoil,4,1,0,0.49631592,0.237988325,0.39874217,0.08368496,0.07082212,0.323990806,0.567442979,0,0.929299641,0.904976552,1,0.368713146,0.22962963,0.010526316,0.142857143,0.259259259,0.318365248,0.159499296,0.28372149,0.917138097,1,0.299171388,45.7956151,18.3563314,44.488189,17.4825429,19.74772812,33.0065425,3.6930498,70
W57,B_Subsoil,6,5,2,0.347402831,0.26986978,0.167467643,0.496661973,0.045575543,0.129646442,0.117548234,0.386769323,0,0,0.987278197,0.488033299,0.316666667,0.010526316,0,0.303703704,0.218668712,0.223961319,0.252158778,0,0.987278197,0.402349983,99.3354613,69.332014,70.8661417,49.84708463,77.19742728,0,0,65.3846154
W60,B_Subsoil,7,6,1,0.498319356,0.694207454,0.376755579,0.285144986,0.405473894,0.969577943,0.125206859,0.068876729,0.354272704,0.759965234,0.961095248,0.414151925,0.157407407,0.042105263,0.142857143,0.125925926,0.535481517,0.553398941,0.097041794,0.557118969,0.961095248,0.285779666,97.0278897,62.5318546,47.2440945,56.74517791,66.50037975,18.47082305,65.9239263,69.2307692
W63,B_Subsoil,4,2,0,0.438167335,0.237988325,0.03080157,0.049625773,0.264589888,0.112381048,0.007762259,0.105964198,0.929556183,0.888472268,0.856643891,0.724592438,0.335185185,0.031578947,0.285714286,0.244444444,0.134394947,0.142198903,0.056863228,0.909014225,0.856643891,0.529888812,37.0310293,20.6292101,71.2598425,20.09283353,7.326514706,33.04129547,10.760516,61.5384615
W66,B_Subsoil,4,3,1,0.348245407,0.139200718,0.116078013,0.001850258,0.01395269,0.333425893,0.067877926,0.00529821,0.587375577,0.662698093,0.985315113,0.356226153,0.040740741,0,0,0.037037037,0.127639366,0.116409613,0.036588068,0.625036835,0.985315113,0.198483447,37.5909162,18.8391863,70.0787402,22.09384644,7.849830806,67.41573887,1.7060164,88.4615385
W69,B_Subsoil,2,1,1,0.61962867,1,1,0.150054801,0.19295964,0.623847783,0.11156915,0,0.773363263,0.95078024,0.975678156,0.477974332,0.525925926,0.021052632,0.428571429,0.711111111,1,0.322287408,0.055784575,0.862071751,0.975678156,0.501950129,0,20.0623803,38.976378,16.24738049,2.821324165,23.90284635,4.4984843,92.3076923
W75,B_Subsoil,8,6,2,0.248450184,0.400987876,0.216814572,0.073546378,0.068328302,0.212383585,0.175973444,0.08615053,0.257048486,0.483707956,0.150061187,0.218869233,0.605555556,0.073684211,0,0.733333333,0.308901224,0.118086088,0.131061987,0.370378221,0.150061187,0.412212394,93.7313589,96.45679,54.3307087,26.85236266,72.44784431,46.92826668,59.9495497,50
W78,B_Subsoil,7,5,3,0.304267275,0.188594522,0.305845857,0.021443841,0.007880653,0.189443646,0.083287651,0.100969711,0.186441765,0.356383409,0.954441158,0.374956642,0,0,0,0.059259259,0.247220189,0.072922713,0.092128681,0.271412587,0.954441158,0.187478321,92.3290252,100,61.8110236,23.56954086,76.7673759,45.99657522,54.1964464,42.3076923
W81,B_Subsoil,8,4,3,0.402571318,0.542433767,0.064849425,0.048352357,0.029803086,0.113099472,0.223840734,0.362775235,0.294480503,0.743572122,0.889327962,0.298300382,0.394444444,0.031578947,0,0.4,0.303641596,0.063751638,0.293307984,0.519026312,0.889327962,0.346372413,94.0714772,94.2487719,48.0314961,42.55870849,77.67806502,42.05821495,61.4984622,38.4615385
W84,B_Subsoil,8,4,2,0.264372578,0.117198024,0.023198651,0.018799144,0.005815572,0.157675439,0.080243299,0.046632715,0.198453053,0.753476715,0.710126453,0.081859174,0.32962963,0.031578947,0,0.533333333,0.070198337,0.060763385,0.063438007,0.475964884,0.710126453,0.205744402,93.6842656,87.4685661,48.8188976,37.1862882,74.96679784,43.64149915,45.3455181,65.3846154
W87,B_Subsoil,6,4,1,0.346085451,0.176919623,0.359981692,0.014696083,0.0077416,0.046268639,0.044364707,0.07133135,0.394957671,0.501677717,0.862456659,0.359001041,0.474074074,0.136842105,0.142857143,0.503703704,0.268450657,0.022902108,0.057848028,0.448317694,0.862456659,0.416537557,84.7731673,68.1590641,38.5826772,13.24433876,67.00632072,36.10811073,21.9569402,65.3846154
W90,B_Subsoil,8,3,1,0.432804124,0.63493489,0.598587908,0.145481174,0.078168625,0.286038526,0.079625597,0.08615053,0.510891483,0.683063147,0.83278095,0.204301075,0.390740741,0.052631579,0.142857143,0.296296296,0.616761399,0.169896108,0.082888063,0.596977315,0.83278095,0.297520908,78.4155722,40.3007678,43.7007874,39.27489045,49.59764697,57.3620777,29.812139,50
W93,B_Subsoil,4,3,0,0.416656485,0.089806915,0.420923708,0.287788187,0.089595954,0.333215869,0.166581301,0.239282063,0,0.892029835,0.712293494,0.339229969,0.953703704,0.063157895,0,0.725925926,0.255365312,0.23686667,0.202931682,0.446014918,0.712293494,0.646466836,56.3968395,29.1766166,62.2047244,4.777619983,22.3082084,61.26050461,15.0089616,0
W96,B_Subsoil,5,3,1,0.558695276,0.455770094,0.158525525,1,1,0.280259755,0.371832276,0.130608072,0.128930221,0.354665265,0.869697124,1,0.844444444,0.105263158,0.142857143,0.962962963,0.30714781,0.760086585,0.251220174,0.241797743,0.869697124,0.922222222,86.5260845,65.1594824,0,49.62527558,54.77689909,7.802540525,7.5077999,43.4615385
W99,B_Subsoil,6,3,0,0.424596684,0.097440503,0.173010909,0.177421795,0.024403796,0.131725186,0.550688928,0.051572442,0.616014623,0.873089829,0.9933969,0.451959764,0.072222222,0.031578947,0,0.044444444,0.135225706,0.111183592,0.301130685,0.744552226,0.9933969,0.262090993,64.2090942,37.9262647,62.2047244,16.41306042,27.86941718,66.69697978,29.258956,11.9230769
W102,B_Subsoil,8,6,2,0.219776655,0,0.108449666,0.027316216,0.012222734,0.099656446,0.530983219,0.343016327,0.271251924,0.373908474,0,0.652098508,0.264814815,0.063157895,0,0.251851852,0.054224833,0.046398465,0.436999773,0.322580199,0,0.458456662,86.379572,54.3586284,57.480315,36.53349701,85.84455979,64.00437055,36.8264997,60
W105,B_Subsoil,6,3,2,0.425824947,0.036371801,0.097490274,0.286488843,0.412252008,0.529210043,0.351658137,0.362775235,0.594991021,0.921915427,0.686110545,0.533472078,0.02037037,0.063157895,0,0.133333333,0.066931037,0.409316965,0.357216686,0.758453224,0.686110545,0.276921224,70.2579666,34.370495,44.488189,84.88867953,76.66928601,25.12985343,3.6067533,19.2307692
W108,B_Subsoil,6,5,0,0.326644976,0.115401886,0.223095244,0.078763727,0.005456449,0.226300813,0.416662453,0.115788891,0.260541303,0.452417529,0.679609423,0.628858828,0.140740741,0.042105263,0,0.148148148,0.169248565,0.103506996,0.266225672,0.356479416,0.679609423,0.384799784,72.5655382,66.681252,57.8740157,25.93039359,71.3530623,67.85274258,22.7092691,11.1538462
W111,B_Subsoil,6,3,3,0.375597287,0.266726538,0.227502733,0.214180411,0.316223963,0.209582641,0.210813698,0.051572442,0.324234223,0.511269,0.967851316,0.419354839,0.066666667,0,0,0.066666667,0.247114636,0.246662338,0.13119307,0.417751612,0.967851316,0.243010753,85.9661975,77.9520929,40.9448819,37.55018278,88.60492275,34.61119448,15.4736353,5.3846154
W114,B_Subsoil,6,5,3,0.228259696,0.278401437,0.234444529,0.087072464,0.077400463,0.167308214,0.533770564,0.046632715,0.042492304,0.706510754,0.015985111,0.486298994,0.157407407,0.063157895,0,0.051851852,0.256422983,0.110593713,0.29020164,0.374501529,0.015985111,0.321853201,100,73.0494747,100,21.5069582,63.38077642,2.818067866,42.4247118,99.2307692
W117,B_Subsoil,7,4,2,0.40361955,0.073192636,0.092396233,0.12262458,0.058026059,0.058733329,0.240487143,0.051572442,0.424979477,0.866217255,0.77863043,0.814776275,0.562962963,0.084210526,0.142857143,0.762962963,0.082794435,0.079794656,0.146029793,0.645598366,0.77863043,0.688869619,79.8336037,46.12729,51.1811024,31.35885458,80.61106386,26.98252863,4.2329564,62.3076923
W120,B_Subsoil,7,5,1,0.392800868,0.028289178,0.162500742,0.261637332,0.234167562,0.351830791,0.605824291,0.372654688,0.453957158,0.94849612,0.209871507,0.67186958,0.485185185,0.073684211,0.285714286,0.555555556,0.09539496,0.282545229,0.489239489,0.701226639,0.209871507,0.578527383,74.7370624,63.901716,50.7874016,52.24758778,79.64371913,41.94687295,17.177439,25.7692308
W123,B_Subsoil,6,2,0,0.349187896,0.126178716,0,0.041585799,0.051143217,0.194081894,0.521191406,0.07133135,0.90491021,0.647022559,0.603941464,0.06867846,0.451851852,0.010526316,0,0.466666667,0.063089358,0.095603637,0.296261378,0.775966385,0.603941464,0.260265156,56.6480038,32.1933875,62.5984252,30.48945807,0,41.33412691,4.963158,47.3076923
W126,B_Subsoil,5,2,0,0.379976733,0.337674001,0.190115358,0.173558798,0.253654586,0.040647488,0.092241418,0.056512169,0.694657517,0.843345732,0.808637569,0.091918141,0.324074074,0.052631579,0,0.392592593,0.263894679,0.155953624,0.074376793,0.769001624,0.808637569,0.207996107,31.2019256,16.0408637,57.8740157,1.356245709,29.79909436,74.58382871,23.7271259,31.9230769
W129,B_Subsoil,5,2,1,0.442723474,0.24831612,0.291046863,0.036910032,0.042321318,0.250393471,0.725424897,0.16518616,0.843905849,0.872665347,0.881526616,0,0.183333333,0.010526316,0,0.22962963,0.269681492,0.109874941,0.445305529,0.858285598,0.881526616,0.091666667,45.1258438,41.7484652,67.7165354,24.72448292,1.321385589,37.02482695,18.2174231,80.7692308
W132,B_Subsoil,6,5,4,0.461067232,0.303547373,0.377162424,0.152346173,0.107768854,0.063812128,0.961811984,0.254101244,0.453309389,0.956985771,0.96221701,0.028095734,0.057407407,0.031578947,0,0.096296296,0.340354899,0.107975718,0.607956614,0.70514758,0.96221701,0.042751571,76.777772,89.0979072,45.2755906,100,100,58.27848152,7.7733277,20.3846154
W135,B_Subsoil,4,1,0,0.587420416,0.758868433,0.32001763,0.143639182,0.131052844,0.403351635,0.503857893,1,0.39193176,0.353775873,0.984091373,0.300381547,1,1,1,0.97037037,0.539443031,0.226014554,0.751928947,0.372853817,0.984091373,0.650190773,69.7399403,26.8185399,35.0393701,8.991195563,18.81216775,20.55093137,6.9324895,27.6923077
W138,B_Subsoil,8,5,2,0.469035104,0.15895824,0.271458964,0.258195416,0.412002515,1,1,0.066391623,0.505591329,0.887037113,0.315444626,0.489073881,0.505555556,0.031578947,0,0.533333333,0.215208602,0.556732643,0.533195811,0.696314221,0.315444626,0.497314718,75.6318351,35.2760403,62.992126,31.11857934,50.5461365,100,27.5108977,51.9230769
W3,C_Deepsoil,8,5,2,0.286209141,0.331293706,0.203076077,0.060688466,0.015405029,0.072454437,0.063933587,0.028931032,0.164911586,0.322354059,0.727213834,0.428863451,0.337686567,0.109756098,0,0.354166667,0.267184892,0.049515977,0.046432309,0.243632823,0.727213834,0.383275009,85.8301502,56.57931846,36.6141732,29.93633322,68.88865039,66.44559836,100,31.3653137
W6,C_Deepsoil,8,4,2,0.392174712,0.780594406,0.319299559,0.181505612,0.194881303,0.1433432,0.08497247,0.019287354,0.200561814,0.419055223,0.926795236,0.497547016,0.184701493,0.036585366,0,0.298611111,0.549946982,0.173243372,0.052129912,0.309808518,0.926795236,0.341124254,88.8231908,79.89074049,31.1023622,43.95654671,71.11023453,40.7181005,57.5824785,46.1254613
W9,C_Deepsoil,5,3,1,0.308767227,0.424825175,0.294296886,0.074105586,0.002123992,0.089347466,0.062167053,0.057862063,0.417013862,0.792215799,0.430308467,0.508585446,0.177238806,0.06097561,0,0.256944444,0.35956103,0.055192348,0.060014558,0.604614831,0.430308467,0.342912126,75.1609021,21.49704379,45.6692913,18.01573251,50.55051135,62.57424467,14.4164125,41.3284133
W12,C_Deepsoil,7,3,1,0.438710617,0.13986014,0.099552487,0.105734626,0.084536756,0.067554218,0.057559846,0,0.352778303,0.809963212,0.816464843,1,1,0.365853659,0.6,1,0.119706314,0.085941867,0.028779923,0.581370758,0.816464843,1,80.6341897,26.68449604,52.7559055,30.64274372,72.73193851,46.91486888,12.614361,46.8634686
W15,C_Deepsoil,7,4,2,0.352119617,0.487762238,0.210987735,0.060216612,0.000942431,0.045968478,0.089142852,0.038574709,0.279384619,0.678353412,0.70419096,0.647996729,0.313432836,0.085365854,0,0.458333333,0.349374987,0.035709174,0.06385878,0.478869016,0.70419096,0.480714783,81.8324525,25.78499548,50,40.45606087,82.12565115,45.76908209,22.2622678,69.00369
W24,C_Deepsoil,4,2,1,0.457995848,0.242132867,0.107731431,0.01190174,0.030660598,0.031321987,0.19831435,0.004821839,0.661370592,0.97035697,0.998804007,0.775551922,0.48880597,0.475609756,0.4,0.631944444,0.174932149,0.024628108,0.101568094,0.815863781,0.998804007,0.632178946,27.4030663,6.470267013,60.2362205,37.41319976,10.88252141,20.61754261,2.9525922,82.2878229
